,商品采价地区名称,商品主键,商品采价日期,商品采价地区编码,商品价格,商品销量,销售额
93,丽水市,胡萝卜,2017-09,331100,7.33,677,1617.19
94,丽水市,胡萝卜,2017-10,331100,7.5,1326,3315.0
95,丽水市,胡萝卜,2017-11,331100,7.5,1810,4525.0
96,丽水市,胡萝卜,2017-12,331100,7.5,1941,4852.5
97,丽水市,胡萝卜,2018-01,331100,7.5,1839,4597.5
98,丽水市,胡萝卜,2018-02,331100,8.67,1883,5564.52
99,丽水市,胡萝卜,2018-03,331100,8.01,1690,4512.3
100,丽水市,胡萝卜,2018-04,331100,8.17,698,1887.66
101,丽水市,胡萝卜,2018-05,331100,7.33,2083,5152.25
102,丽水市,胡萝卜,2018-06,331100,6.99,2035,4741.55
103,丽水市,胡萝卜,2018-07,331100,7.84,1797,4660.12
104,丽水市,胡萝卜,2018-08,331100,7.67,1906,4923.6100000000015
105,丽水市,胡萝卜,2018-09,331100,8.01,1448,3866.16
106,丽水市,胡萝卜,2018-10,331100,8.17,861,2325.91
107,丽水市,胡萝卜,2018-11,331100,7.67,1209,3044.09
108,丽水市,胡萝卜,2018-12,331100,7.67,2742,7025.34
109,丽水市,胡萝卜,2019-01,331100,8.6,1603,4674.97
110,丽水市,胡萝卜,2019-02,331100,8.49,373,1055.59
111,丽水市,胡萝卜,2019-03,331100,5.66,387,1095.21
112,丽水市,西兰花,2016-12,331100,77.34,875,33836.25
113,丽水市,西兰花,2017-01,331100,121.0,1524,60993.28
114,丽水市,西兰花,2017-02,331100,114.0,1090,42012.28000000001
115,丽水市,西兰花,2017-03,331100,149.32,1202,44870.66
116,丽水市,西兰花,2017-04,331100,223.98,2879,107473.07
117,丽水市,西兰花,2017-05,331100,149.32,1202,44870.66
118,丽水市,西兰花,2017-06,331100,111.99,2197,82014.01
119,丽水市,西兰花,2017-07,331100,111.99,1581,59018.73
120,丽水市,西兰花,2017-08,331100,111.99,1347,50283.51
121,丽水市,西兰花,2017-09,331100,111.99,1591,59392.03
122,丽水市,西兰花,2017-10,331100,111.99,1158,43228.14
123,丽水市,西兰花,2017-11,331100,111.99,869,32439.77
124,丽水市,西兰花,2017-12,331100,111.99,1449,54091.17
125,丽水市,西兰花,2018-01,331100,116.0,1841,71381.0
126,丽水市,西兰花,2018-02,331100,127.0,1422,60620.59
127,丽水市,西兰花,2018-03,331100,120.0,1205,47853.24
128,丽水市,西兰花,2018-04,331100,117.33,1856,72668.13
129,丽水市,西兰花,2018-05,331100,117.0,1576,61464.0
130,丽水市,西兰花,2018-06,331100,116.67,1306,50723.79
131,丽水市,西兰花,2018-07,331100,116.01,1808,69915.36
132,丽水市,西兰花,2018-08,331100,116.01,1904,73627.68000000001
133,丽水市,西兰花,2018-09,331100,116.01,1232,47641.44
134,丽水市,西兰花,2018-10,331100,128.01,1613,68826.71
135,丽水市,西兰花,2018-11,331100,128.01,726,30978.42
136,丽水市,西兰花,2018-12,331100,128.67000000000002,2112,90601.5
137,丽水市,西兰花,2019-01,331100,130.32999999999998,2379,103386.37
138,丽水市,西兰花,2019-02,331100,129.67000000000002,356,15275.66
139,丽水市,西兰花,2019-03,331100,84.34,1527,64213.09
140,丽水市,油麦菜,2016-12,331100,18.33,1416,12999.42
141,丽水市,油麦菜,2017-01,331100,27.33,1668,15338.04
142,丽水市,油麦菜,2017-02,331100,29.01,2091,20219.97
143,丽水市,油麦菜,2017-03,331100,38.68,2601,25151.67
144,丽水市,油麦菜,2017-04,331100,58.02,1750,16922.5
145,丽水市,油麦菜,2017-05,331100,38.68,2027,19601.09
146,丽水市,油麦菜,2017-06,331100,29.01,2173,21012.91
147,丽水市,油麦菜,2017-07,331100,29.01,1351,13064.17
148,丽水市,油麦菜,2017-08,331100,29.01,2133,20626.11
149,丽水市,油麦菜,2017-09,331100,29.01,996,9631.32
150,丽水市,油麦菜,2017-10,331100,29.01,1737,16796.79
151,丽水市,油麦菜,2017-11,331100,29.01,1442,13944.14
152,丽水市,油麦菜,2017-12,331100,29.01,1666,16110.22
153,丽水市,油麦菜,2018-01,331100,27.99,1272,11867.76
154,丽水市,油麦菜,2018-02,331100,28.67,1408,13491.259999999998
155,丽水市,油麦菜,2018-03,331100,28.33,1473,13864.81
156,丽水市,油麦菜,2018-04,331100,28.33,2121,20100.03
157,丽水市,油麦菜,2018-05,331100,29.01,1311,12677.37
158,丽水市,油麦菜,2018-06,331100,29.01,2065,19968.55
159,丽水市,油麦菜,2018-07,331100,29.01,814,7871.38
160,丽水市,油麦菜,2018-08,331100,29.01,1928,18643.76
161,丽水市,油麦菜,2018-09,331100,29.01,1025,9911.75
162,丽水市,油麦菜,2018-10,331100,29.01,2088,20190.96
163,丽水市,油麦菜,2018-11,331100,29.01,1711,16545.37
164,丽水市,油麦菜,2018-12,331100,29.01,1307,12638.69
165,丽水市,油麦菜,2019-01,331100,29.01,823,7958.41
166,丽水市,油麦菜,2019-02,331100,29.01,2582,24967.94
167,丽水市,油麦菜,2019-03,331100,20.0,781,7668.43
168,丽水市,蒜黄,2016-12,331100,7.0,1221,4319.91
169,丽水市,蒜黄,2017-01,331100,8.5,736,2022.14
170,丽水市,蒜黄,2017-02,331100,6.67,1052,2301.72
171,丽水市,蒜黄,2017-03,331100,9.0,1739,3987.71
172,丽水市,蒜黄,2017-04,331100,13.34,2602,5759.1399999999985
173,丽水市,蒜黄,2017-05,331100,10.17,1803,4602.87
174,丽水市,蒜黄,2017-06,331100,9.5,1682,4768.27
175,丽水市,蒜黄,2017-07,331100,11.5,2031,7769.6100000000015
176,丽水市,蒜黄,2017-08,331100,11.83,1176,4646.54
177,丽水市,蒜黄,2017-09,331100,12.33,1402,5735.71
178,丽水市,蒜黄,2017-10,331100,12.17,1680,6829.14
179,丽水市,蒜黄,2017-11,331100,10.0,1641,5696.62
180,丽水市,蒜黄,2017-12,331100,9.17,1250,3804.74
181,丽水市,蒜黄,2018-01,331100,8.83,2223,6538.440000000001
182,丽水市,蒜黄,2018-02,331100,11.33,2364,8867.52
183,丽水市,蒜黄,2018-03,331100,8.83,1262,3802.66
184,丽水市,蒜黄,2018-04,331100,9.0,1143,3407.41
185,丽水市,蒜黄,2018-05,331100,10.0,1421,4657.52
186,丽水市,蒜黄,2018-06,331100,12.67,750,3196.94
187,丽水市,蒜黄,2018-07,331100,12.67,1567,6654.549999999998
188,丽水市,蒜黄,2018-08,331100,13.83,2254,10284.82
189,丽水市,蒜黄,2018-09,331100,16.83,1728,9815.19
190,丽水市,蒜黄,2018-10,331100,15.0,1745,8600.4
191,丽水市,蒜黄,2018-11,331100,9.67,719,2356.25
192,丽水市,蒜黄,2018-12,331100,9.5,1745,5550.969999999998
193,丽水市,蒜黄,2019-01,331100,9.84,1509,5002.32
194,丽水市,蒜黄,2019-02,331100,10.5,1441,5144.31
195,丽水市,蒜黄,2019-03,331100,7.33,998,3760.18
196,丽水市,上海青,2016-12,331100,11.0,1012,5576.2
197,丽水市,上海青,2017-01,331100,16.33,1610,8712.2
198,丽水市,上海青,2017-02,331100,14.66,331,1578.5
199,丽水市,上海青,2017-03,331100,19.32,1674,8170.08
200,丽水市,上海青,2017-04,331100,28.64,2926,14028.54
201,丽水市,上海青,2017-05,331100,19.66,2004,9771.29
202,丽水市,上海青,2017-06,331100,17.66,1670,9391.39
203,丽水市,上海青,2017-07,331100,18.32,1492,8810.54
204,丽水市,上海青,2017-08,331100,16.98,1634,9248.44
205,丽水市,上海青,2017-09,331100,16.98,1694,9588.04
206,丽水市,上海青,2017-10,331100,16.98,2351,13306.66
207,丽水市,上海青,2017-11,331100,15.66,1017,5311.38
208,丽水市,上海青,2017-12,331100,15.48,597,3080.52
209,丽水市,上海青,2018-01,331100,14.49,1210,5961.5999999999985
210,丽水市,上海青,2018-02,331100,15.99,2465,13122.13
211,丽水市,上海青,2018-03,331100,16.09,2519,13489.86
212,丽水市,上海青,2018-04,331100,15.65,1080,5613.09
213,丽水市,上海青,2018-05,331100,14.49,996,4878.17
214,丽水市,上海青,2018-06,331100,14.49,2096,10123.68
215,丽水市,上海青,2018-07,331100,14.83,965,4777.4
216,丽水市,上海青,2018-08,331100,15.16,1137,5768.68
217,丽水市,上海青,2018-09,331100,15.36,1345,6877.02
218,丽水市,上海青,2018-10,331100,15.42,1327,6834.120000000001
219,丽水市,上海青,2018-11,331100,17.29,1071,6475.31
220,丽水市,上海青,2018-12,331100,18.78,1454,9102.04
221,丽水市,上海青,2019-01,331100,19.26,1868,11912.08
222,丽水市,上海青,2019-02,331100,19.7,1305,8611.599999999999
223,丽水市,上海青,2019-03,331100,13.2,1678,11074.8
224,丽水市,香菜,2016-12,331100,5.66,140,396.2
225,丽水市,香菜,2017-01,331100,12.34,1280,5012.61
226,丽水市,香菜,2017-02,331100,13.5,1454,6498.97
227,丽水市,香菜,2017-03,331100,16.0,2353,9412.0
228,丽水市,香菜,2017-04,331100,19.32,2218,6755.4
229,丽水市,香菜,2017-05,331100,11.5,2163,6346.16
230,丽水市,香菜,2017-06,331100,8.16,1530,4435.35
231,丽水市,香菜,2017-07,331100,8.34,971,2705.43
232,丽水市,香菜,2017-08,331100,10.33,1659,5877.87
233,丽水市,香菜,2017-09,331100,10.0,1752,5884.940000000001
234,丽水市,香菜,2017-10,331100,9.6,1462,4552.02
235,丽水市,香菜,2017-11,331100,10.17,422,1486.41
236,丽水市,香菜,2017-12,331100,9.83,2141,7016.25
237,丽水市,香菜,2018-01,331100,10.34,943,3379.27
238,丽水市,香菜,2018-02,331100,15.5,1384,7169.13
239,丽水市,香菜,2018-03,331100,12.5,1811,7447.07
240,丽水市,香菜,2018-04,331100,10.33,1292,4237.98
241,丽水市,香菜,2018-05,331100,8.16,852,2404.2300000000005
242,丽水市,香菜,2018-06,331100,8.33,1096,2689.69
243,丽水市,香菜,2018-07,331100,8.16,454,1198.03
244,丽水市,香菜,2018-08,331100,9.5,1967,6241.1
245,丽水市,香菜,2018-09,331100,12.33,1458,6124.05
246,丽水市,香菜,2018-10,331100,11.34,1670,6424.32
247,丽水市,香菜,2018-11,331100,9.17,1211,3754.72
248,丽水市,香菜,2018-12,331100,12.33,1073,4907.29
249,丽水市,香菜,2019-01,331100,15.5,1099,5461.62
250,丽水市,香菜,2019-02,331100,20.16,1695,11399.48
251,丽水市,香菜,2019-03,331100,11.33,1133,6171.55
252,丽水市,豆角,2016-12,331100,7.17,1183,4273.23
253,丽水市,豆角,2017-01,331100,9.83,2122,7060.71
254,丽水市,豆角,2017-02,331100,9.83,625,2050.15
255,丽水市,豆角,2017-03,331100,13.5,1876,6277.7
256,丽水市,豆角,2017-04,331100,19.34,2756,8854.6
257,丽水市,豆角,2017-05,331100,12.66,2396,7493.91
258,丽水市,豆角,2017-06,331100,9.34,1626,5069.93
259,丽水市,豆角,2017-07,331100,10.16,1696,5782.66
260,丽水市,豆角,2017-08,331100,11.49,976,3738.08
261,丽水市,豆角,2017-09,331100,11.99,563,2173.7900000000004
262,丽水市,豆角,2017-10,331100,12.99,1631,7062.23
263,丽水市,豆角,2017-11,331100,11.67,2189,8575.369999999999
264,丽水市,豆角,2017-12,331100,11.5,1310,5101.42
265,丽水市,豆角,2018-01,331100,11.01,2408,8837.36
266,丽水市,豆角,2018-02,331100,13.16,1334,6142.780000000002
267,丽水市,豆角,2018-03,331100,9.84,756,2580.52
268,丽水市,豆角,2018-04,331100,9.0,1516,4548.0
269,丽水市,豆角,2018-05,331100,8.83,1746,5111.01
270,丽水市,豆角,2018-06,331100,9.99,2310,7692.3
271,丽水市,豆角,2018-07,331100,11.17,1417,5470.17
272,丽水市,豆角,2018-08,331100,12.83,743,3268.36
273,丽水市,豆角,2018-09,331100,14.17,1114,5336.6100000000015
274,丽水市,豆角,2018-10,331100,14.16,2511,11872.05
275,丽水市,豆角,2018-11,331100,11.5,1749,6891.02
276,丽水市,豆角,2018-12,331100,10.34,1781,6131.27
277,丽水市,豆角,2019-01,331100,11.17,806,3003.94
278,丽水市,豆角,2019-02,331100,11.16,817,2946.62
279,丽水市,豆角,2019-03,331100,7.67,1571,5980.07
280,丽水市,小葱,2017-01,331100,16.15,1941,6514.55
281,丽水市,小葱,2017-02,331100,10.9,1433,3872.2
282,丽水市,小葱,2017-03,331100,11.6,2330,6870.0
283,丽水市,小葱,2017-04,331100,14.0,2315,6509.5
284,丽水市,小葱,2017-05,331100,18.9,3340,9024.0
285,丽水市,小葱,2017-06,331100,12.4,2172,7198.8
286,丽水市,小葱,2017-07,331100,13.4,1562,5281.4000000000015
287,丽水市,小葱,2017-08,331100,23.1,2798,12729.9
288,丽水市,小葱,2017-09,331100,19.1,1543,7364.0
289,丽水市,小葱,2017-10,331100,21.9,2587,11191.6
290,丽水市,小葱,2017-11,331100,18.9,770,3643.0
291,丽水市,小葱,2017-12,331100,20.1,3101,15604.6
292,丽水市,小葱,2018-01,331100,24.4,2489,12177.600000000002
293,丽水市,小葱,2018-02,331100,18.1,2629,11912.8
294,丽水市,小葱,2018-03,331100,15.7,3150,12429.7
295,丽水市,小葱,2018-04,331100,14.75,2567,9417.75
296,丽水市,小葱,2018-05,331100,19.9,3002,11995.2
297,丽水市,小葱,2018-06,331100,15.9,2158,8566.4
298,丽水市,小葱,2018-07,331100,21.1,3432,14306.6
299,丽水市,小葱,2018-08,331100,21.1,2806,14767.9
300,丽水市,小葱,2018-09,331100,20.3,1768,8953.7
301,丽水市,小葱,2018-10,331100,23.4,976,4517.7
302,丽水市,小葱,2018-11,331100,19.1,1701,8157.6
303,丽水市,小葱,2018-12,331100,18.7,2445,11455.5
304,丽水市,小葱,2019-01,331100,22.3,2462,11238.5
305,丽水市,小葱,2019-02,331100,14.0,676,2366.0
306,丽水市,小葱,2019-03,331100,10.2,685,2327.9
307,丽水市,西红柿,2016-12,331100,80.0,534,20537.64
308,丽水市,西红柿,2017-01,331100,134.01,1352,59147.84
309,丽水市,西红柿,2017-02,331100,149.32999999999996,1447,72601.41
310,丽水市,西红柿,2017-03,331100,194.67,1341,67137.91
311,丽水市,西红柿,2017-04,331100,302.0,1879,94252.0
312,丽水市,西红柿,2017-05,331100,193.0,2189,105589.41
313,丽水市,西红柿,2017-06,331100,133.0,1198,53013.03999999999
314,丽水市,西红柿,2017-07,331100,126.67,924,39078.68
315,丽水市,西红柿,2017-08,331100,126.67,1471,62056.03
316,丽水市,西红柿,2017-09,331100,126.0,937,39354.0
317,丽水市,西红柿,2017-10,331100,131.99,2827,124410.91
318,丽水市,西红柿,2017-11,331100,118.66,1723,70314.43
319,丽水市,西红柿,2017-12,331100,110.33,989,36890.16
320,丽水市,西红柿,2018-01,331100,134.0,1442,64614.56
321,丽水市,西红柿,2018-02,331100,172.67000000000004,1258,73339.64
322,丽水市,西红柿,2018-03,331100,170.0,1741,100385.8
323,丽水市,西红柿,2018-04,331100,155.0,1620,83426.08
324,丽水市,西红柿,2018-05,331100,146.32999999999996,2389,116974.95
325,丽水市,西红柿,2018-06,331100,136.0,1063,48363.46
326,丽水市,西红柿,2018-07,331100,130.66,1138,49352.42
327,丽水市,西红柿,2018-08,331100,128.67000000000002,1230,52842.48
328,丽水市,西红柿,2018-09,331100,120.0,1395,55800.0
329,丽水市,西红柿,2018-10,331100,115.0,1462,55730.0
330,丽水市,西红柿,2018-11,331100,113.99,1941,73429.53
331,丽水市,西红柿,2018-12,331100,116.33,1103,42395.91
332,丽水市,西红柿,2019-01,331100,124.67,750,31533.48
333,丽水市,西红柿,2019-02,331100,136.67000000000002,671,31288.85
334,丽水市,西红柿,2019-03,331100,87.66,1168,51575.44
335,丽水市,茼蒿,2016-12,331100,5.66,476,1424.08
336,丽水市,茼蒿,2017-01,331100,7.16,1248,2941.33
337,丽水市,茼蒿,2017-02,331100,7.99,971,2602.49
338,丽水市,茼蒿,2017-03,331100,11.52,1762,4973.28
339,丽水市,茼蒿,2017-04,331100,18.2,3112,9449.2
340,丽水市,茼蒿,2017-05,331100,13.15,3105,10158.43
341,丽水市,茼蒿,2017-06,331100,10.16,294,995.0
342,丽水市,茼蒿,2017-07,331100,9.82,1222,4010.27
343,丽水市,茼蒿,2017-08,331100,9.48,1882,5947.120000000001
344,丽水市,茼蒿,2017-09,331100,9.0,1153,3459.0
345,丽水市,茼蒿,2017-10,331100,9.32,1820,5621.6
346,丽水市,茼蒿,2017-11,331100,8.52,1596,4567.200000000002
347,丽水市,茼蒿,2017-12,331100,8.66,695,2075.99
348,丽水市,茼蒿,2018-01,331100,8.99,1923,5743.09
349,丽水市,茼蒿,2018-02,331100,9.48,838,2648.080000000001
350,丽水市,茼蒿,2018-03,331100,9.99,1536,5114.88
351,丽水市,茼蒿,2018-04,331100,9.99,708,2357.640000000001
352,丽水市,茼蒿,2018-05,331100,9.65,1348,4298.440000000001
353,丽水市,茼蒿,2018-06,331100,9.82,1225,3934.92
354,丽水市,茼蒿,2018-07,331100,9.99,1512,5034.96
355,丽水市,茼蒿,2018-08,331100,9.99,1096,3649.68
356,丽水市,茼蒿,2018-09,331100,9.99,1228,4089.24
357,丽水市,茼蒿,2018-10,331100,9.99,1989,6623.37
358,丽水市,茼蒿,2018-11,331100,11.16,1282,4876.73
359,丽水市,茼蒿,2018-12,331100,11.49,2343,8973.69
360,丽水市,茼蒿,2019-01,331100,11.49,280,1072.4
361,丽水市,茼蒿,2019-02,331100,11.49,2213,8475.79
362,丽水市,茼蒿,2019-03,331100,7.66,1061,4063.63
363,丽水市,香菇,2016-12,331100,8.83,205,898.7
364,丽水市,香菇,2017-01,331100,14.99,132,640.0600000000002
365,丽水市,香菇,2017-02,331100,14.83,2011,9920.19
366,丽水市,香菇,2017-03,331100,19.66,1368,6803.96
367,丽水市,香菇,2017-04,331100,28.98,3264,15765.12
368,丽水市,香菇,2017-05,331100,18.32,1257,5896.31
369,丽水市,香菇,2017-06,331100,11.5,1409,5398.56
370,丽水市,香菇,2017-07,331100,12.0,1369,5476.0
371,丽水市,香菇,2017-08,331100,12.83,1910,8206.62
372,丽水市,香菇,2017-09,331100,13.16,1364,6073.230000000001
373,丽水市,香菇,2017-10,331100,14.17,1793,8410.27
374,丽水市,香菇,2017-11,331100,13.0,1042,4409.49
375,丽水市,香菇,2017-12,331100,13.84,2256,10378.44
376,丽水市,香菇,2018-01,331100,15.5,1077,5701.93
377,丽水市,香菇,2018-02,331100,19.5,2711,17557.43
378,丽水市,香菇,2018-03,331100,18.0,1876,11128.5
379,丽水市,香菇,2018-04,331100,16.17,1228,6688.18
380,丽水市,香菇,2018-05,331100,14.66,2412,11811.63
381,丽水市,香菇,2018-06,331100,15.16,1741,8800.46
382,丽水市,香菇,2018-07,331100,13.49,1404,6212.82
383,丽水市,香菇,2018-08,331100,14.0,1007,4552.15
384,丽水市,香菇,2018-09,331100,16.17,1075,5719.45
385,丽水市,香菇,2018-10,331100,18.0,1180,6969.58
386,丽水市,香菇,2018-11,331100,16.66,1435,7709.52
387,丽水市,香菇,2018-12,331100,15.0,1922,9575.68
388,丽水市,香菇,2019-01,331100,16.0,833,4208.0
389,丽水市,香菇,2019-02,331100,19.67,1407,9399.15
390,丽水市,香菇,2019-03,331100,14.0,666,4477.86
391,丽水市,木耳,2017-01,331100,59.6,2411,28682.5
392,丽水市,木耳,2017-02,331100,46.8,1730,20248.9
393,丽水市,木耳,2017-03,331100,42.7,2674,28587.9
394,丽水市,木耳,2017-04,331100,49.0,3096,30708.300000000007
395,丽水市,木耳,2017-05,331100,63.40000000000001,4774,43074.4
396,丽水市,木耳,2017-06,331100,35.8,3059,27345.0
397,丽水市,木耳,2017-07,331100,36.0,2593,23337.0
398,丽水市,木耳,2017-08,331100,46.6,1849,17217.0
399,丽水市,木耳,2017-09,331100,38.90000000000001,1996,19461.500000000004
400,丽水市,木耳,2017-10,331100,47.5,2075,19712.5
401,丽水市,木耳,2017-11,331100,37.8,2348,22147.800000000007
402,丽水市,木耳,2017-12,331100,40.4,1760,17677.5
403,丽水市,木耳,2018-01,331100,51.15,2550,26012.7
404,丽水市,木耳,2018-02,331100,39.0,2728,26808.5
405,丽水市,木耳,2018-03,331100,30.1,1139,8740.400000000001
406,丽水市,木耳,2018-04,331100,28.5,2204,15846.1
407,丽水市,木耳,2018-05,331100,35.4,1664,11703.0
408,丽水市,木耳,2018-06,331100,31.1,1983,15430.4
409,丽水市,木耳,2018-07,331100,40.8,3747,30215.9
410,丽水市,木耳,2018-08,331100,39.0,2074,20025.5
411,丽水市,木耳,2018-09,331100,48.8,2447,29023.7
412,丽水市,木耳,2018-10,331100,68.0,2615,35340.0
413,丽水市,木耳,2018-11,331100,52.0,3125,40544.0
414,丽水市,木耳,2018-12,331100,46.0,908,10510.0
415,丽水市,木耳,2019-01,331100,54.5,1083,11847.5
416,丽水市,木耳,2019-02,331100,42.0,2670,28035.0
417,丽水市,木耳,2019-03,331100,32.7,1834,20205.1
418,丽水市,蒜苔,2016-12,331100,8.66,911,3944.63
419,丽水市,蒜苔,2017-01,331100,15.33,1105,5527.440000000001
420,丽水市,蒜苔,2017-02,331100,15.17,1692,8523.58
421,丽水市,蒜苔,2017-03,331100,20.0,2041,10117.96
422,丽水市,蒜苔,2017-04,331100,28.98,2161,10437.63
423,丽水市,蒜苔,2017-05,331100,18.0,1584,7128.0
424,丽水市,蒜苔,2017-06,331100,12.66,961,3851.59
425,丽水市,蒜苔,2017-07,331100,12.5,1815,7282.5
426,丽水市,蒜苔,2017-08,331100,12.5,751,3223.4100000000008
427,丽水市,蒜苔,2017-09,331100,13.67,1663,7556.94
428,丽水市,蒜苔,2017-10,331100,13.67,1591,7160.18
429,丽水市,蒜苔,2017-11,331100,13.33,973,4265.67
