商品采价地区名称,商品主键,商品价格,商品采价日期,商品采价地区编码,主键ID
宁波市,0000000D0000002R000000030000000X,41.5,2018/7/5,330200,b4f2d3d9-3f3a-45ac-8d7b-4a812a9ae6b9
丽水市,0000001A00000031000000070000000X,4.83,2017/4/5,331100,2898100b-42c7-4809-acc4-65d10062f856
杭州市,0000000P0000002W000000070000000X,5.5,2019/3/5,330100,dde698f9-ad6b-47bc-bde8-d5be691c0673
宁波市,0000000C0000002Q000000030000000X,77,2017/11/15,330200,aff5bb30-6cb3-4618-b24d-83fa548ee324
嘉兴市,0000000D0000002R000000030000000X,38.33,2017/6/15,330400,ee8be409-d03b-4eae-a41a-a6c062c43b88
衢州市,0000000J0000003Q000000070000000X,39.33,2017/2/15,330800,82dba76e-ce52-475e-b092-6489af3fbfaf
杭州市,0000000X0000007T000000070000000X,40,2018/10/25,330100,f222faca-8375-4745-b86e-572cfa1caebc
湖州市,0000000S0000002Z000000070000000X,8.83,2017/5/15,330500,07c38ef1-836d-45e1-ac92-6a4db905be43
宁波市,0000000K0000003U000000070000000X,32.67,2017/1/25,330200,164b57f8-0d2b-40eb-bd66-5cc8f5361059
湖州市,0000001400000031000000070000000X,5,2018/11/25,330500,20018a09-87a9-4d15-90f4-3c734d29d6c3
衢州市,0000001700000031000000070000000X,2.93,2017/3/25,330800,cbfa8db5-9582-4146-bacc-468ef9dec944
舟山市,0000001700000031000000070000000X,2.83,2017/12/25,330900,b9c51b8a-822e-45c0-aa60-4fa2f2ad1c76
舟山市,0000001700000031000000070000000X,3.33,2017/4/15,330900,e4992ce9-55c0-4610-9a38-189a252964f1
衢州市,0000000P0000002W000000070000000X,5.5,2017/11/15,330800,ca30712f-1e41-441b-82b5-30c7fb68c31f
丽水市,0000000J0000003S000000070000000X,36,2018/6/25,331100,55ee5d92-de9c-4bdb-bfb0-a43b3d5e41c9
台州市,0000000H0000003P000000070000000X,24,2017/6/5,331000,eb63b03f-e1a7-46d0-8672-a1662b798850
衢州市,0000001200000031000000070000000X,4,2018/1/5,330800,385bc5f4-8b14-417d-9234-5cae30ec23e3
温州市,0000000S0000002Z000000070000000X,10.33,2017/5/25,330300,97afd36c-522a-453c-8faa-47639a0945bf
湖州市,0000001500000031000000070000000X,5.67,2018/12/15,330500,f3ac2ab8-618a-44f6-abc7-02e700743b4e
湖州市,0000000G0000003F0000000700000010,9.4,2019/2/19,330500,cf0d20e6-9b0f-4567-985a-959f1bb296a4
湖州市,0000000Z00000031000000070000000X,3.67,2018/4/15,330500,c1734927-9e98-4914-b1ca-8df0e4b3ca2e
浙江省,0000000D0000002R000000030000000X,43.67,2017/11/5,330000,0baa134e-b0f4-4bd5-ae24-da10e6eabc5c
宁波市,0000002200000038000000070000000X,4.27,2018/8/5,330200,807b31a7-da21-4024-a3b2-e0e736543f1f
绍兴市,0000001400000031000000070000000X,7.5,2017/1/25,330600,b5754493-e3e7-46bc-bc4d-c883b5cbe4de
湖州市,0000000H0000003N000000070000000X,14.83,2017/5/5,330500,370b8a92-3221-467d-b56a-71eae8e804c4
温州市,0000000J0000003Q000000070000000X,45.67,2017/7/25,330300,5790d936-7ca2-4f61-ad06-86f786a2c201
丽水市,0000000X0000007T000000070000000X,43.33,2019/3/15,331100,4044482a-24f4-4711-91d5-e87e8fb6249c
湖州市,0000001E00000031000000070000000X,4.5,2017/11/15,330500,e25e706b-8f6b-4e58-8416-dd6248a5e4ad
温州市,0000001K00000031000000070000000X,4.33,2018/10/5,330300,7cdbdc0a-2cf2-404d-8ef8-1575cde0ee34
宁波市,0000001500000031000000070000000X,5.93,2019/1/5,330200,b3351ea4-8ff9-41df-a2c5-d2e044886112
丽水市,0000001E00000031000000070000000X,4.67,2018/10/25,331100,4bf1cb1d-ff83-4cc6-a660-9a358cbfe0c0
金华市,0000000P0000003E0000000700000010,4.6,2018/1/2,330700,f24d1d37-fa86-46d0-ad14-58dfcbde8e79
舟山市,0000000J0000003S000000070000000X,34.33,2018/6/25,330900,27871168-c819-40c1-b81c-7b196a964b3e
丽水市,0000000H0000002T000000070000000X,12.83,2018/8/15,331100,466998bc-3e5d-4f93-98dc-0bae5caf774b
宁波市,0000001K00000031000000070000000X,4,2017/9/25,330200,4b2c8842-8bd3-40ed-a514-2cd793e93cef
杭州市,0000001K00000031000000070000000X,3.77,2018/6/25,330100,c6137cc0-2ea6-46f9-8b7a-84b3c979ed98
浙江省,0000001700000031000000070000000X,2.67,2017/1/15,330000,c3983bf7-8bf0-4883-9a13-3280c9901ac3
台州市,0000001E00000031000000070000000X,1.83,2018/12/5,331000,54a7ae72-7776-4eb4-be9d-f985a65dfe4b
宁波市,0000000G0000003F0000000700000010,9.26,2017/5/23,330200,4e294d18-324c-4e2a-81f0-57248be15fc0
嘉兴市,0000000C0000002Q000000030000000X,66,2018/5/5,330400,0de7c5dc-99b5-46e9-9089-cf10039b368a
舟山市,0000001K00000031000000070000000X,4,2016/12/25,330900,fee21f50-8766-43e2-994b-20336eaec38e
宁波市,0000000D0000002R000000030000000X,41.5,2018/11/5,330200,fb24b39e-90d2-40d5-9f2b-5b6672ceba28
舟山市,0000000G0000003F0000000700000010,10.7,2017/9/12,330900,8529d095-7d16-4013-bfa9-68ae61e59ff6
温州市,0000000D0000002R000000030000000X,46.67,2016/12/25,330300,4f417d95-7a29-499c-aadc-5e1828e8dd63
杭州市,0000002200000038000000070000000X,2.83,2017/3/15,330100,8d65cf7c-6b84-460d-aec8-9eb889f34837
温州市,0000001Z00000036000000070000000X,6.5,2017/11/5,330300,c44fead0-c169-4a86-aa1e-a0713cdee34b
浙江省,0000000P0000002W000000070000000X,5.48,2017/8/25,330000,c844e018-f0ac-4422-84e9-42b9e5d62c69
浙江省,0000000P0000002W000000070000000X,4.97,2017/1/5,330000,55bc1dc7-69e5-4182-b7ad-f7be13c0b7ed
衢州市,0000000M0000003V000000070000000X,11.33,2018/11/5,330800,80b958d2-c403-49a1-97c1-acc788a2634e
衢州市,0000000J0000003S000000070000000X,36,2017/5/5,330800,236c6b42-74d1-48e5-ace0-9786641f61bd
嘉兴市,0000000H0000003P000000070000000X,22.33,2016/12/25,330400,9ac7eb53-6c83-4d4f-aef9-4f1f22f18a57
丽水市,0000001400000031000000070000000X,5.33,2017/7/5,331100,5027589a-c9cd-4818-9d37-3113b0eca812
宁波市,0000001200000031000000070000000X,3.4,2017/5/25,330200,e85c7d01-880a-4adc-ac29-3f3aaf82bdb4
宁波市,0000000K0000003U000000070000000X,34.33,2018/7/25,330200,d5cd56a9-9d6f-4e10-974b-d45d9be67062
温州市,0000001K00000031000000070000000X,3.5,2017/7/15,330300,f6fa0740-f804-452c-88e3-4029886a9d80
台州市,0000001E00000031000000070000000X,3.5,2018/2/25,331000,6b1c070a-71c7-4e90-8845-115a4fb73e4b
台州市,0000000G0000003F0000000700000010,14.2,2018/10/9,331000,95035dc8-cfe9-4d62-9f54-e7ba00d7e074
丽水市,0000000G0000003F0000000700000010,10.2,2017/12/19,331100,fb7f1759-113b-4519-a7c2-491713ba8528
宁波市,0000002P0000007W000000070000000X,2.93,2018/11/15,330200,3f907840-2ba2-499d-89fd-5625db9b868e
台州市,0000001200000031000000070000000X,4.83,2018/2/25,331000,042eb33d-344f-4ae7-a836-c945908f810a
宁波市,0000000H0000003P000000070000000X,25.17,2018/6/15,330200,43becd60-817c-4dde-a392-19358d2b4580
金华市,0000000H0000002T000000070000000X,16,2019/1/15,330700,16a6d582-cde9-4f09-9889-edc8af2ed555
宁波市,0000000J0000003S000000070000000X,30.5,2017/4/15,330200,cf483128-e455-4416-b645-af9defec2af3
金华市,0000000G0000003F0000000700000010,9.6,2018/3/6,330700,d1d1a076-9585-43c6-88c5-cedfdb3dfda6
金华市,0000000J0000003S000000070000000X,34.67,2018/3/25,330700,3893cd26-585e-45a6-8b06-030665694701
台州市,0000000P0000003E0000000700000010,3.71,2017/1/3,331000,c185a65b-aff1-47ac-9f79-3239e3a27389
丽水市,0000000J0000003S000000070000000X,34.33,2017/2/15,331100,3c82e7a7-9545-4d3c-addc-352ce9987830
温州市,0000001E00000031000000070000000X,4.33,2018/1/5,330300,ad03612d-e99e-49d6-b47d-e6a2d6bdb953
金华市,0000001400000031000000070000000X,5,2017/10/15,330700,2e565172-1324-4c96-ac21-c4b6aefc3731
金华市,0000002U0000007X000000070000000X,4.1,2018/6/15,330700,8a1caa42-b14d-41cc-a725-f026e081635d
宁波市,0000001200000031000000070000000X,5.13,2018/2/5,330200,e1124917-d5e8-416b-90bf-00d3a5465141
台州市,0000000H0000002T000000070000000X,15,2018/12/15,331000,23b50580-ebad-4b90-8d1b-0c53ad9a2142
衢州市,0000000S0000002Z000000070000000X,8,2017/3/15,330800,4c5977bf-8ac0-4517-a2e8-43d16e5371a7
浙江省,0000001E00000031000000070000000X,4.88,2017/8/25,330000,ee6832ef-abc3-4198-94bd-07e88377a5d2
温州市,0000000J0000003S000000070000000X,42.33,2017/2/5,330300,f3c2e4e9-17be-489a-92b5-0308ca5143b9
嘉兴市,0000001E00000031000000070000000X,3.83,2018/11/15,330400,c65cdb8c-45dd-4110-8a12-3d6294da7034
嘉兴市,0000000D0000002R000000030000000X,39,2017/4/25,330400,d7ef8352-531e-4df0-9e53-d9742000529c
杭州市,0000000P0000003E0000000700000010,4.8,2018/11/13,330100,bf4ae950-f4cd-49d4-972f-24664fb2e7ed
温州市,0000000J0000003S000000070000000X,43.33,2017/12/5,330300,c91bd533-32e4-4d75-a7df-f3229547009d
绍兴市,0000000P0000002W000000070000000X,4.33,2017/5/25,330600,c2cb3124-abe0-44f1-95b2-bb6c5404fd81
嘉兴市,0000000D0000002R000000030000000X,38.33,2018/3/5,330400,ac74d67a-984d-4564-8ef6-3ffa5c438ef8
绍兴市,0000001200000031000000070000000X,3,2018/7/5,330600,8ae409cf-84ed-46e2-9602-df13071d9b60
金华市,0000001200000031000000070000000X,3.33,2018/12/5,330700,84fb555c-4ae5-4765-8aee-125547abf3f5
绍兴市,0000000P0000003E0000000700000010,4.8,2017/12/19,330600,e59af6aa-3e8c-4235-8151-69033ace6380
浙江省,0000000G0000003F0000000700000010,10.83,2019/1/15,330000,02ae1356-f4c7-4df1-95f8-7ac50e2c3e55
杭州市,0000000D0000002R000000030000000X,46,2017/5/15,330100,ca5bd3b4-51d6-49c2-bb60-2f6b041dfa5c
湖州市,0000001A00000031000000070000000X,6,2019/1/5,330500,a8e386e4-2b88-406b-a78e-5a90b3f20ec8
杭州市,0000001A00000031000000070000000X,5.5,2017/1/25,330100,291b6e06-c172-4a01-8faa-cb1689df4697
台州市,0000000D0000002R000000030000000X,37.67,2019/2/25,331000,75a02ddf-7587-4cdf-8068-4f24bc44731f
绍兴市,0000000M0000003V000000070000000X,10,2019/3/15,330600,4639c923-7a3d-4c57-8621-6b988b5333b7
金华市,0000000J0000003S000000070000000X,34.67,2018/3/15,330700,34f9a1a9-4478-4252-a771-3543cb62a57c
舟山市,0000001700000031000000070000000X,3,2017/2/5,330900,8806cfc1-93ca-49a4-9257-6c1e2a1a5f4a
湖州市,0000000S0000002Z000000070000000X,9.33,2017/6/5,330500,8d8913ba-b0d7-453f-aba5-1ddc9be0b55d
衢州市,0000000S0000002Z000000070000000X,9.33,2018/2/25,330800,103a7a38-dcac-4e10-9997-b086d24bbb61
杭州市,0000002P0000007W000000070000000X,3,2019/2/5,330100,e91a3c42-9dae-4085-9244-a0431799787f
金华市,0000001200000031000000070000000X,3.67,2017/1/5,330700,1ab8338b-f2e5-4ec8-9b6a-f29391ef35b9
浙江省,0000000G0000003F0000000700000010,11.96,2018/10/16,330000,850edd7b-6daf-4d52-9bf4-0bb4a18822f3
丽水市,0000000G0000003F0000000700000010,9,2017/6/13,331100,111ad85b-fd3a-47f4-b4df-36b37da71058
舟山市,0000002200000038000000070000000X,4.33,2017/4/15,330900,6ffcd59c-8c26-4d73-a708-3738315e570e
温州市,0000001E00000031000000070000000X,5.33,2018/6/25,330300,9a88eae2-a882-44c9-a345-489956e44a09
绍兴市,0000000K0000003U000000070000000X,38,2017/4/15,330600,272bff74-7574-4daa-b9ca-493f4b3f7100
台州市,0000000P0000002W000000070000000X,5.1,2019/2/5,331000,086d0a4e-08b0-4e1c-869c-0a3d64f47f95
丽水市,0000000Z00000031000000070000000X,3.17,2018/5/25,331100,bda97f9a-6de7-4391-a10e-384018f25839
丽水市,0000001200000031000000070000000X,2.83,2018/8/5,331100,34532a3d-72ad-46c3-a38e-521c305e422f
浙江省,0000000Z00000031000000070000000X,4.91,2018/7/5,330000,8a0cce91-395f-4aff-bf3d-834bf9fb20ad
杭州市,0000001500000031000000070000000X,5.33,2018/9/25,330100,4b38172b-00ab-483b-976d-be3d585b7582
温州市,0000001A00000031000000070000000X,5.17,2018/8/5,330300,9b042859-60d0-4de7-b3ab-243a7e533706
台州市,0000001Z00000036000000070000000X,6.33,2017/8/15,331000,fbba9d25-a7b9-46d7-afbc-f196596ab427
丽水市,0000000K0000003U000000070000000X,33.67,2017/11/15,331100,a7550b57-14d1-4561-8af4-52f13dba87b1
舟山市,0000001Z00000036000000070000000X,7.33,2018/6/5,330900,02b0c8fb-1799-4151-b9b9-844d1d6f794a
嘉兴市,0000000J0000003S000000070000000X,32.33,2017/5/5,330400,329946f7-adee-438e-942d-3abc028eeb08
绍兴市,0000000P0000002W000000070000000X,5.17,2018/5/25,330600,8739e451-5782-41a9-a979-07c868033ef4
舟山市,0000001200000031000000070000000X,4,2017/11/15,330900,933fe0da-4421-4341-9e8c-a9b75d2efff0
嘉兴市,0000002200000038000000070000000X,3.17,2017/9/15,330400,5e045197-5510-46ee-a59a-f466cbaf94b5
浙江省,0000002P0000007W000000070000000X,2.98,2017/3/15,330000,12c1645f-0295-4894-8249-b5c0dad81753
杭州市,0000000D0000002R000000030000000X,46.33,2018/1/25,330100,f787b332-9b5f-44dd-a719-034aaaa2f28c
浙江省,0000000S0000002Z000000070000000X,8.81,2016/12/25,330000,c4da1075-9808-459b-83ff-2846fdac0e50
台州市,0000000M0000003V000000070000000X,10.33,2017/1/25,331000,95e5788f-2a66-49a3-b37e-0a76a7e43386
杭州市,0000000S0000002Z000000070000000X,8.7,2017/6/5,330100,6adc8eba-3466-481b-b940-d1d8bb63ddee
丽水市,0000001700000031000000070000000X,2.83,2019/2/5,331100,7ad7d5b7-bd9e-4069-a1e9-d0804f73ac25
杭州市,0000001400000031000000070000000X,10.33,2018/2/25,330100,344d340f-a1e9-45de-a9c2-629f92b2662b
丽水市,0000000S0000002Z000000070000000X,9.67,2017/3/5,331100,0c91fec5-a0ef-418b-a939-3f761803ee11
绍兴市,0000003100000081000000130000000X,66,2019/1/5,330600,90deb18c-3c4b-4e80-8c34-773bbd242861
湖州市,0000001200000031000000070000000X,5.33,2018/8/25,330500,d66b689b-e6b1-4d71-a4bb-86b97b4b963d
宁波市,0000003100000081000000130000000X,178.67,2018/2/15,330200,59a47c14-0d5b-4d4c-b30e-573e76c769c6
衢州市,0000001700000031000000070000000X,2.83,2018/12/25,330800,c6b02116-b74e-4004-b96b-98b095955a7e
绍兴市,0000001K00000031000000070000000X,3,2018/4/5,330600,7b0f8fe0-ae6f-481c-9826-fc48622023db
舟山市,0000000P0000003E0000000700000010,4.8,2018/12/4,330900,cede481f-b1f7-446e-b7d0-4dbec08be5b3
舟山市,0000000H0000002T000000070000000X,15.67,2017/2/5,330900,ff43a886-9f53-4e61-bf43-517d7c39db57
金华市,0000000H0000003N000000070000000X,13.5,2018/9/15,330700,18d2a53e-05ff-4ed2-b13d-d7a614aff24b
舟山市,0000000Z00000031000000070000000X,4.83,2019/1/5,330900,f83f6721-c12b-4a7b-bf8a-5511dbbcac17
衢州市,0000001500000031000000070000000X,5.33,2018/12/15,330800,123f196b-8664-4924-9fdd-a58220d082c6
